test_id	gene_id	gene	locus	sample_1	value_1
XLOC_031124	XLOC_031124	HYAL3,IFRD2,NAT6	3:50316457-50336899	Benign	19.7015
XLOC_031125	XLOC_031125	HYAL1	3:50337319-50349812	Benign	0
XLOC_031126	XLOC_031126	HYAL2,TUSC2	3:50355220-50365682	Benign	0.671005
XLOC_031127	XLOC_031127	RASSF1	3:50367218-50378411	Benign	6.63564
XLOC_031128	XLOC_031128	ZMYND10	3:50378536-50384283	Benign	0.810133
XLOC_031129	XLOC_031129	NPRL2	3:50384760-50397041	Benign	0
XLOC_031130	XLOC_031130	TMEM115	3:50384760-50397041	Benign	0
XLOC_031131	XLOC_031131	CACNA2D2	3:50400232-50541675	Benign	0.511424
XLOC_031132	XLOC_031132	C3orf18	3:50595461-50622366	Benign	0
XLOC_031133	XLOC_031133	CISH	3:50643920-50686720	Benign	2.66564
XLOC_031134	XLOC_031134	RP11-804H8.5	3:50712671-51421629	Benign	0
XLOC_031135	XLOC_031135	RP11-646D13.1	3:50712671-51421629	Benign	0
XLOC_031136	XLOC_031136	ZNF652P1	3:50712671-51421629	Benign	0
XLOC_031137	XLOC_031137	ST13P14	3:50712671-51421629	Benign	0
XLOC_031138	XLOC_031138	VPRBP	3:51428730-51534010	Benign	5.51488
XLOC_031139	XLOC_031139	U6atac	3:51575595-51738339	Benign	0
XLOC_031140	XLOC_031140	5S_rRNA	3:51575595-51738339	Benign	0
XLOC_031141	XLOC_031141	IQCF6	3:51812579-51813009	Benign	0
XLOC_031142	XLOC_031142	IQCF1	3:51843796-51937386	Benign	0
XLOC_031143	XLOC_031143	IQCF5	3:51843796-51937386	Benign	0
XLOC_031144	XLOC_031144	RRP9	3:51967445-51975957	Benign	2.71423
XLOC_031145	XLOC_031145	ABHD14A-ACY1,ABHD14B,PCBP4	3:51989329-52023213	Benign	8.08299
XLOC_031146	XLOC_031146	RPL29	3:52027643-52029958	Benign	7.98558
XLOC_031147	XLOC_031147	DUSP7	3:52082934-52090566	Benign	2.02148
XLOC_031148	XLOC_031148	C3orf74	3:52097075-52097567	Benign	0
XLOC_031149	XLOC_031149	POC1A	3:52109268-52188706	Benign	0.82246
XLOC_031150	XLOC_031150	RP11-330H6.5,TLR9,TWF2	3:52255095-52273177	Benign	6.21728
XLOC_031151	XLOC_031151	WDR82	3:52288436-52333083	Benign	1.01001
XLOC_031152	XLOC_031152	MIRLET7G	3:52288436-52333083	Benign	0
XLOC_031153	XLOC_031153	GLYCTK-AS1	3:52288436-52333083	Benign	0
XLOC_031154	XLOC_031154	MIR135A1	3:52288436-52333083	Benign	0
XLOC_031155	XLOC_031155	BAP1	3:52435028-52457657	Benign	0
XLOC_031156	XLOC_031156	SEMA3G	3:52467068-52479101	Benign	0
XLOC_031157	XLOC_031157	TNNC1	3:52485117-52488086	Benign	0
XLOC_031158	XLOC_031158	NT5DC2	3:52529353-52742182	Benign	0.877842
XLOC_031159	XLOC_031159	PBRM1	3:52529353-52742182	Benign	24.3121
XLOC_031160	XLOC_031160	U6	3:52529353-52742182	Benign	0
XLOC_031161	XLOC_031161	GLT8D1	3:52529353-52742182	Benign	5.0009
XLOC_031162	XLOC_031162	NEK4	3:52744799-52804965	Benign	0.556156
XLOC_031163	XLOC_031163	ITIH4,MUSTN1,TMEM110,TMEM110-MUSTN1	3:52846990-52931612	Benign	8.79403
XLOC_031164	XLOC_031164	SFMBT1	3:52937692-53080766	Benign	0.430039
XLOC_031165	XLOC_031165	RP11-5O17.2	3:53098298-53099107	Benign	1.86981
XLOC_031166	XLOC_031166	RFT1	3:53122498-53164478	Benign	0
XLOC_031167	XLOC_031167	TKT	3:53258722-53290068	Benign	4.11971
XLOC_031168	XLOC_031168	snoU13	3:53317215-53317319	Benign	0
XLOC_031169	XLOC_031169	DCP1A	3:53317447-53381637	Benign	1.91492
XLOC_031170	XLOC_031170	SNORD38	3:53317447-53381637	Benign	0
XLOC_031171	XLOC_031171	SNORA26	3:53421739-53421863	Benign	0
XLOC_031172	XLOC_031172	RP11-72H11.1	3:53508726-53509116	Benign	0
XLOC_031173	XLOC_031173	SNORD63	3:53528682-53846490	Benign	0
XLOC_031174	XLOC_031174	CHDH	3:53850386-53880417	Benign	12.1841
XLOC_031175	XLOC_031175	AC012467.1,ACTR8	3:53901092-53916296	Benign	1.28665
XLOC_031176	XLOC_031176	RP11-884K10.5	3:53918436-53926015	Benign	2.561
XLOC_031177	XLOC_031177	CABYRP1	3:54081775-54082820	Benign	0
XLOC_031178	XLOC_031178	AC115282.1	3:54100887-54101014	Benign	0
XLOC_031179	XLOC_031179	CACNA2D3-AS1	3:54156573-55108584	Benign	0.940014
XLOC_031180	XLOC_031180	LRTM1	3:54156573-55108584	Benign	0.128332
XLOC_031181	XLOC_031181	RP11-889D3.1	3:55200937-55209760	Benign	0
XLOC_031182	XLOC_031182	RP11-875H7.1	3:55369489-55384943	Benign	0
XLOC_031183	XLOC_031183	RP11-875H7.2	3:55394470-55395857	Benign	0
XLOC_031184	XLOC_031184	WNT5A	3:55499742-55523973	Benign	5.69941
XLOC_031185	XLOC_031185	RP11-875H7.5	3:55527857-55539289	Benign	0
XLOC_031186	XLOC_031186	ERC2	3:55542335-56502391	Benign	0
XLOC_031187	XLOC_031187	C3orf63	3:56591188-56717265	Benign	2.55589
XLOC_031188	XLOC_031188	ARHGEF3	3:56761445-57113357	Benign	0
XLOC_031189	XLOC_031189	IL17RD	3:57124009-57204334	Benign	0
XLOC_031190	XLOC_031190	HESX1	3:57231943-57260549	Benign	0
XLOC_031191	XLOC_031191	ASB14	3:57261764-57326710	Benign	1.89096
XLOC_031192	XLOC_031192	DNAH12	3:57327726-57530071	Benign	0
XLOC_031193	XLOC_031193	snoU13	3:57327726-57530071	Benign	0
XLOC_031194	XLOC_031194	RP11-229A12.4	3:57327726-57530071	Benign	0
XLOC_031195	XLOC_031195	RP11-229A12.2	3:57327726-57530071	Benign	0
XLOC_031196	XLOC_031196	U6	3:57327726-57530071	Benign	0
XLOC_031197	XLOC_031197	ARF4	3:57557089-57583947	Benign	1.29946
XLOC_031198	XLOC_031198	FAM116A	3:57611183-57678816	Benign	4.44032
XLOC_031199	XLOC_031199	FLNB-AS1	3:57994126-58157982	Benign	0
XLOC_031200	XLOC_031200	DNASE1L3	3:58177983-58200853	Benign	6.35598
XLOC_031201	XLOC_031201	PDHB	3:58413356-58419584	Benign	0.341615
XLOC_031202	XLOC_031202	ACOX2	3:58490862-58523046	Benign	1.69034
XLOC_031203	XLOC_031203	FAM107A	3:58549843-58652575	Benign	0.704201
XLOC_031204	XLOC_031204	FAM3D	3:58549843-58652575	Benign	15.31
XLOC_031205	XLOC_031205	C3orf67	3:58703091-59035810	Benign	0.360535
XLOC_031206	XLOC_031206	RP11-285B24.1	3:59365749-59374430	Benign	0
XLOC_031207	XLOC_031207	RP11-719N22.2	3:59450055-59496404	Benign	0
XLOC_031208	XLOC_031208	FHIT	3:59735035-61237133	Benign	7.22165
XLOC_031209	XLOC_031209	RP11-641C17.2	3:59735035-61237133	Benign	0
XLOC_031210	XLOC_031210	RP11-641C17.3	3:59735035-61237133	Benign	0
XLOC_031211	XLOC_031211	RP11-641C17.1	3:59735035-61237133	Benign	0
XLOC_031212	XLOC_031212	U3	3:59735035-61237133	Benign	0
XLOC_031213	XLOC_031213	Y_RNA	3:61547242-62355005	Benign	0
XLOC_031214	XLOC_031214	RPL10AP6	3:61547242-62355005	Benign	8.18167
XLOC_031215	XLOC_031215	U2	3:61547242-62355005	Benign	0
XLOC_031216	XLOC_031216	RP11-154D3.1	3:61547242-62355005	Benign	10.0028
XLOC_031217	XLOC_031217	RP11-204J18.2,RP11-204J18.3	3:61547242-62355005	Benign	0
XLOC_031218	XLOC_031218	FEZF2	3:62355355-62359999	Benign	0.372551
XLOC_031219	XLOC_031219	CADPS	3:62384020-62861094	Benign	2.8851
XLOC_031220	XLOC_031220	RP11-1036F1.1	3:62384020-62861094	Benign	0
XLOC_031221	XLOC_031221	AC012519.1	3:62384020-62861094	Benign	1.98473
XLOC_031222	XLOC_031222	KRT8P35	3:62936104-63110738	Benign	1.39102
XLOC_031223	XLOC_031223	RP11-601G18.1	3:63188893-63189124	Benign	0
XLOC_031224	XLOC_031224	AC099545.2	3:63213990-63602597	Benign	0
XLOC_031225	XLOC_031225	SYNPR-AS1	3:63213990-63602597	Benign	0
XLOC_031226	XLOC_031226	AC136289.1	3:63727968-63849579	Benign	0
XLOC_031227	XLOC_031227	THOC7	3:63727968-63849579	Benign	3.62327
XLOC_031228	XLOC_031228	PSMD6	3:63989697-64009658	Benign	9.72365
XLOC_031229	XLOC_031229	U3	3:64053639-64253655	Benign	0
XLOC_031230	XLOC_031230	RP11-129B22.2	3:64053639-64253655	Benign	0
XLOC_031231	XLOC_031231	PRICKLE2	3:64053639-64253655	Benign	2.54908
XLOC_031232	XLOC_031232	RP11-14D22.2	3:64430157-64440508	Benign	0
XLOC_031233	XLOC_031233	ADAMTS9	3:64501332-64997143	Benign	0
XLOC_031234	XLOC_031234	MAGI1,MAGI1-IT1	3:65342052-66024509	Benign	11.9188
XLOC_031235	XLOC_031235	Y_RNA	3:65342052-66024509	Benign	0
XLOC_031236	XLOC_031236	AC106827.1	3:65342052-66024509	Benign	0
XLOC_031237	XLOC_031237	U6	3:66119284-66551687	Benign	0
XLOC_031238	XLOC_031238	LRIG1	3:66119284-66551687	Benign	2.19745
XLOC_031239	XLOC_031239	SUCLG2	3:67410883-67705038	Benign	2.41724
XLOC_031240	XLOC_031240	AC113171.1	3:67705120-67998137	Benign	81.6118
XLOC_031241	XLOC_031241	RP11-436J20.1	3:68682856-68683507	Benign	0
XLOC_031242	XLOC_031242	FAM19A4	3:68780916-68981761	Benign	2.5669
XLOC_031243	XLOC_031243	C3orf64	3:69024364-69063112	Benign	4.91888
XLOC_031244	XLOC_031244	TMF1	3:69063271-69101484	Benign	0.849386
XLOC_031245	XLOC_031245	UBA3	3:69103880-69129559	Benign	11.3198
XLOC_031246	XLOC_031246	LMOD3	3:69156022-69172183	Benign	0
XLOC_031247	XLOC_031247	FRMD4B	3:69219140-69591734	Benign	1.53437
XLOC_031248	XLOC_031248	RP11-185E15.1	3:69219140-69591734	Benign	0
XLOC_031249	XLOC_031249	RP11-62G11.1	3:69219140-69591734	Benign	0
XLOC_031250	XLOC_031250	RP11-62G11.2	3:69613256-69620273	Benign	0
XLOC_031251	XLOC_031251	AC104445.1	3:69788585-70017488	Benign	0
XLOC_031252	XLOC_031252	RP11-231I13.2	3:70246248-70255774	Benign	0
XLOC_031253	XLOC_031253	AC134025.1	3:70300793-70300896	Benign	0
XLOC_031254	XLOC_031254	AC096971.1	3:70927810-70927943	Benign	0
XLOC_031255	XLOC_031255	FOXP1	3:71003843-71633140	Benign	6.40173
XLOC_031256	XLOC_031256	MIR1284	3:71003843-71633140	Benign	0
XLOC_031257	XLOC_031257	FOXP1-IT1	3:71003843-71633140	Benign	1.99651
XLOC_031258	XLOC_031258	EIF4E3	3:71728439-71805647	Benign	6.21192
XLOC_031259	XLOC_031259	PROK2	3:71820806-71834357	Benign	0
XLOC_031260	XLOC_031260	RP11-398A8.3	3:72084669-72291716	Benign	1.95122
XLOC_031261	XLOC_031261	RP11-433A10.2	3:72084669-72291716	Benign	0
XLOC_031262	XLOC_031262	AC112219.1	3:72311472-72311579	Benign	0
XLOC_031263	XLOC_031263	RYBP	3:72423743-72496069	Benign	0.311022
XLOC_031264	XLOC_031264	RP11-654C22.2	3:72553956-72599703	Benign	0
XLOC_031265	XLOC_031265	5S_rRNA	3:72740855-72740962	Benign	0
XLOC_031266	XLOC_031266	SHQ1	3:72798427-72911065	Benign	2.74246
XLOC_031267	XLOC_031267	RP11-728B21.2	3:72925887-72927253	Benign	0
XLOC_031268	XLOC_031268	U6	3:73141298-73141408	Benign	0
XLOC_031269	XLOC_031269	RP11-24E1.1	3:73231651-73232442	Benign	0
XLOC_031270	XLOC_031270	U6	3:73290939-73291047	Benign	0
XLOC_031271	XLOC_031271	PDZRN3	3:73431583-73674658	Benign	3.48611
XLOC_031272	XLOC_031272	U7	3:73431583-73674658	Benign	0
XLOC_031273	XLOC_031273	RP11-451J24.1	3:73697549-73697958	Benign	0
XLOC_031274	XLOC_031274	AC119038.1	3:74008847-74009078	Benign	0
XLOC_031275	XLOC_031275	CNTN3	3:74311718-74570291	Benign	0
XLOC_031276	XLOC_031276	AC130003.1	3:75231904-75232198	Benign	0
XLOC_031277	XLOC_031277	MYLKP1	3:75377699-75388222	Benign	0
XLOC_031278	XLOC_031278	RP11-241K7.1	3:75396983-75397938	Benign	0
XLOC_031279	XLOC_031279	RP11-241K7.2	3:75405666-75406654	Benign	0
XLOC_031280	XLOC_031280	RP11-803B1.1	3:75419598-75420493	Benign	0
XLOC_031281	XLOC_031281	RP11-803B1.2	3:75433209-75440961	Benign	0
XLOC_031282	XLOC_031282	RP11-803B1.3	3:75444554-75444687	Benign	0
XLOC_031283	XLOC_031283	FAM86DP	3:75464220-75484261	Benign	1.49681
XLOC_031284	XLOC_031284	RP11-803B1.7	3:75495919-75540353	Benign	0
XLOC_031285	XLOC_031285	CTD-2026G6.1	3:75591299-75592080	Benign	0
XLOC_031286	XLOC_031286	RP11-413E6.2	3:75639448-75639800	Benign	0
XLOC_031287	XLOC_031287	RP11-642N14.3	3:75647802-75648817	Benign	0
XLOC_031288	XLOC_031288	RP11-413E6.3	3:75668656-75673000	Benign	0
XLOC_031289	XLOC_031289	RP11-413E6.1	3:75673836-75674304	Benign	0.291623
XLOC_031290	XLOC_031290	AGGF1P3	3:75702711-75703924	Benign	0
XLOC_031291	XLOC_031291	AC108724.1	3:75716699-75721122	Benign	0
XLOC_031292	XLOC_031292	ZNF717	3:75758793-75834734	Benign	0.453414
XLOC_031293	XLOC_031293	Y_RNA	3:75955845-77699115	Benign	0
XLOC_031294	XLOC_031294	AC026877.1	3:75955845-77699115	Benign	0
XLOC_031295	XLOC_031295	RP11-88K11.1	3:75955845-77699115	Benign	0
XLOC_031296	XLOC_031296	U6	3:77860891-77860995	Benign	0
XLOC_031297	XLOC_031297	RP11-354H21.1	3:78087855-78095945	Benign	0
XLOC_031298	XLOC_031298	ROBO1	3:78646389-79816965	Benign	4.79561
XLOC_031299	XLOC_031299	AC106718.1	3:78646389-79816965	Benign	0
XLOC_031300	XLOC_031300	AC117479.1	3:78646389-79816965	Benign	0
XLOC_031301	XLOC_031301	HMGB1P38	3:80006715-80007292	Benign	0
XLOC_031302	XLOC_031302	AC108690.1	3:80677128-80677228	Benign	0
XLOC_031303	XLOC_031303	RP11-47P18.1	3:80810192-80838505	Benign	0
XLOC_031304	XLOC_031304	AC068756.1	3:80841872-80842046	Benign	0
XLOC_031305	XLOC_031305	RP11-520D19.1	3:81257343-81258065	Benign	0
XLOC_031306	XLOC_031306	RP11-520D19.2	3:81295729-81346496	Benign	0
XLOC_031307	XLOC_031307	RP11-564P9.1	3:81416140-81417172	Benign	0
XLOC_031308	XLOC_031308	GBE1	3:81538849-81811312	Benign	0
XLOC_031309	XLOC_031309	RP11-142L1.2	3:81538849-81811312	Benign	2.87918
XLOC_031310	XLOC_031310	RP11-142L1.1	3:81811856-81813907	Benign	0
XLOC_031311	XLOC_031311	RP11-26G10.1	3:82035288-82512826	Benign	0
XLOC_031312	XLOC_031312	RP11-657G2.1	3:82855665-82857172	Benign	1.92895
XLOC_031313	XLOC_031313	AC129415.1	3:83737523-83737760	Benign	0
XLOC_031314	XLOC_031314	AC108696.1	3:84339262-84339404	Benign	0
XLOC_031315	XLOC_031315	RP11-735B13.1	3:84687556-84930830	Benign	0
XLOC_031316	XLOC_031316	RP11-651J20.1	3:84687556-84930830	Benign	0
XLOC_031317	XLOC_031317	CADM2-AS2	3:85008131-86117944	Benign	0
XLOC_031318	XLOC_031318	CADM2-AS1	3:85008131-86117944	Benign	0
XLOC_031319	XLOC_031319	RP11-789F5.1	3:86313704-86316511	Benign	0
XLOC_031320	XLOC_031320	VGLL3	3:86987118-87040269	Benign	0.149809
XLOC_031321	XLOC_031321	PPATP1	3:87100341-87101888	Benign	0
XLOC_031322	XLOC_031322	POU1F1	3:87308553-87325737	Benign	0
XLOC_031323	XLOC_031323	AC130885.1	3:87381210-87381282	Benign	0
XLOC_031324	XLOC_031324	PSMC1P6	3:87679450-87680769	Benign	0
XLOC_031325	XLOC_031325	RP11-451B8.1	3:87780551-87842779	Benign	0
XLOC_031326	XLOC_031326	U6	3:87780551-87842779	Benign	0
XLOC_031327	XLOC_031327	CGGBP1	3:88101093-88217879	Benign	4.06156
XLOC_031328	XLOC_031328	CBX5P1	3:88101093-88217879	Benign	0
XLOC_031329	XLOC_031329	GAPDHP50	3:89096591-89097584	Benign	0
XLOC_031330	XLOC_031330	AC026305.2	3:89636952-89637020	Benign	0
XLOC_031331	XLOC_031331	AC026305.3,RP11-91A15.2	3:89637035-89637786	Benign	0
XLOC_031332	XLOC_031332	RP11-91A15.1	3:89637863-89639247	Benign	0
XLOC_031333	XLOC_031333	PROSP	3:90251465-90306565	Benign	0
XLOC_031334	XLOC_031334	PROS1	3:93591880-93692910	Benign	0
XLOC_031335	XLOC_031335	HMGN1P7	3:93698982-93847389	Benign	0
XLOC_031336	XLOC_031336	STX19	3:93698982-93847389	Benign	0
XLOC_031337	XLOC_031337	DHFRL1	3:93698982-93847389	Benign	0
XLOC_031338	XLOC_031338	RBBP4P2	3:93698982-93847389	Benign	0.4133
XLOC_031339	XLOC_031339	U7	3:93698982-93847389	Benign	0
XLOC_031340	XLOC_031340	RP11-668N23.1	3:94225609-94226464	Benign	0.913556
XLOC_031341	XLOC_031341	RP11-118N24.2	3:94654603-94654964	Benign	0
XLOC_031342	XLOC_031342	WDR82P1	3:94655929-94656868	Benign	0
XLOC_031343	XLOC_031343	RP11-219E24.1	3:95373266-95402037	Benign	0
XLOC_031344	XLOC_031344	AC108739.1	3:95885660-95885746	Benign	0
XLOC_031345	XLOC_031345	AC108697.1	3:96152158-96152254	Benign	0
XLOC_031346	XLOC_031346	U6	3:96327657-96327761	Benign	0
XLOC_031347	XLOC_031347	AC117444.2	3:96337079-96337148	Benign	24.4024
XLOC_031348	XLOC_031348	AC117444.1	3:96385037-96385123	Benign	0
XLOC_031349	XLOC_031349	RP11-529P9.1	3:96533424-97471304	Benign	0
XLOC_031350	XLOC_031350	MINA	3:97595815-97691301	Benign	0
XLOC_031351	XLOC_031351	GABRR3	3:97705516-97754148	Benign	0
XLOC_031352	XLOC_031352	RP11-343D2.11	3:97818751-97866978	Benign	0
XLOC_031353	XLOC_031353	CLDND1,CPOX	3:98216447-98312567	Benign	2.75362
XLOC_031354	XLOC_031354	RP11-227H4.4	3:98216447-98312567	Benign	0
XLOC_031355	XLOC_031355	ST3GAL6-AS1	3:98433173-98620533	Benign	0
XLOC_031356	XLOC_031356	DCBLD2	3:98433173-98620533	Benign	0
XLOC_031357	XLOC_031357	U6	3:98433173-98620533	Benign	0
XLOC_031358	XLOC_031358	AC106728.1	3:98433173-98620533	Benign	0
XLOC_031359	XLOC_031359	RP11-735O9.1	3:98934067-98935110	Benign	0
XLOC_031360	XLOC_031360	RP11-121C1.1	3:99045220-99045396	Benign	0
XLOC_031361	XLOC_031361	RP11-779P15.2	3:99226030-99245957	Benign	0
XLOC_031362	XLOC_031362	FILIP1L	3:99536677-99897447	Benign	2.60752
XLOC_031363	XLOC_031363	SNORD61	3:99940364-99940436	Benign	0
XLOC_031364	XLOC_031364	TOMM70A	3:100082274-100175163	Benign	2.48674
XLOC_031365	XLOC_031365	GMFBP1	3:100328432-100414323	Benign	0
XLOC_031366	XLOC_031366	ABI3BP	3:100467999-100712359	Benign	3.20592
XLOC_031367	XLOC_031367	RP11-301G23.1	3:100467999-100712359	Benign	1.3749
XLOC_031368	XLOC_031368	IMPG2	3:100945569-101039404	Benign	0
XLOC_031369	XLOC_031369	SENP7	3:101043048-101232085	Benign	2.43677
XLOC_031370	XLOC_031370	RP11-234A1.1	3:101292938-101313281	Benign	9.01345
XLOC_031371	XLOC_031371	RP11-454H13.1	3:101318086-101318488	Benign	0
XLOC_031372	XLOC_031372	Y_RNA	3:101347153-101347250	Benign	0
XLOC_031373	XLOC_031373	ZBTB11	3:101367732-101396431	Benign	1.27487
XLOC_031374	XLOC_031374	Y_RNA	3:101367732-101396431	Benign	0
XLOC_031375	XLOC_031375	RPL24	3:101399934-101405626	Benign	0.838252
XLOC_031376	XLOC_031376	RP11-49I4.3	3:101498045-101579866	Benign	0
XLOC_031377	XLOC_031377	RP11-280H21.1	3:102382006-102392757	Benign	0
XLOC_031378	XLOC_031378	U6	3:102473907-102474014	Benign	0
XLOC_031379	XLOC_031379	RP11-628J14.1	3:103257478-103259331	Benign	0
XLOC_031380	XLOC_031380	AC078811.1	3:103879523-103879595	Benign	0
XLOC_031381	XLOC_031381	AC012154.1	3:104529761-104529986	Benign	0
XLOC_031382	XLOC_031382	CBLB	3:105374304-105588396	Benign	7.31474
XLOC_031383	XLOC_031383	RP11-93B21.1	3:106044583-106045140	Benign	0
XLOC_031384	XLOC_031384	RP11-280F2.2	3:106555657-106959488	Benign	0.538999
XLOC_031385	XLOC_031385	AC063927.8	3:106555657-106959488	Benign	0
XLOC_031386	XLOC_031386	AC063927.5	3:106555657-106959488	Benign	0
XLOC_031387	XLOC_031387	AC063927.7	3:106555657-106959488	Benign	0
XLOC_031388	XLOC_031388	MTND4P16	3:106555657-106959488	Benign	0
XLOC_031389	XLOC_031389	RP11-52L11.9	3:106555657-106959488	Benign	0
XLOC_031390	XLOC_031390	AC063927.6	3:106555657-106959488	Benign	0
XLOC_031391	XLOC_031391	MTND3P6	3:106555657-106959488	Benign	0
XLOC_031392	XLOC_031392	RP11-52L11.6,RP11-52L11.7	3:106555657-106959488	Benign	0
XLOC_031393	XLOC_031393	MTND6P6,RP11-52L11.4	3:106555657-106959488	Benign	0
XLOC_031394	XLOC_031394	AC063927.2	3:106555657-106959488	Benign	0
XLOC_031395	XLOC_031395	AC063927.3	3:106555657-106959488	Benign	0
XLOC_031396	XLOC_031396	RP11-561O4.1	3:106555657-106959488	Benign	0.851609
XLOC_031397	XLOC_031397	RP11-446H18.5	3:106959538-107045811	Benign	0
XLOC_031398	XLOC_031398	RP11-446H18.1	3:107046676-107048044	Benign	1.099
XLOC_031399	XLOC_031399	RP11-631B21.1	3:107560508-107596926	Benign	0
XLOC_031400	XLOC_031400	CD47	3:107762144-107809872	Benign	7.26764
XLOC_031401	XLOC_031401	IFT57	3:107879658-107941417	Benign	5.01315
XLOC_031402	XLOC_031402	HNRNPA1P17	3:108015375-108097132	Benign	0
XLOC_031403	XLOC_031403	MYH15	3:108099215-108248169	Benign	0
XLOC_031404	XLOC_031404	RP11-381E24.1	3:108262213-108262722	Benign	0
XLOC_031405	XLOC_031405	KIAA1524	3:108268832-108413693	Benign	1.59539
XLOC_031406	XLOC_031406	RP11-148O7.2	3:108444286-108444383	Benign	0
XLOC_031407	XLOC_031407	RETNLB	3:108462270-108476231	Benign	0
XLOC_031408	XLOC_031408	GUCA1C	3:108626638-108672742	Benign	0
XLOC_031409	XLOC_031409	MORC1	3:108677085-108836989	Benign	0
XLOC_031410	XLOC_031410	U3	3:108677085-108836989	Benign	0
XLOC_031411	XLOC_031411	DPPA2	3:109012634-109035364	Benign	0
XLOC_031412	XLOC_031412	DPPA4	3:109044987-109056419	Benign	0.213904
XLOC_031413	XLOC_031413	RP11-397K18.1	3:109056664-109101875	Benign	0
XLOC_031414	XLOC_031414	RP11-702L6.2	3:109128524-109214014	Benign	0
XLOC_031415	XLOC_031415	PPIAP15	3:109128524-109214014	Benign	0
XLOC_031416	XLOC_031416	RP11-457K10.2	3:109634822-109635787	Benign	2.7116
XLOC_031417	XLOC_031417	RP11-696F10.1	3:109696386-109696614	Benign	0
XLOC_031418	XLOC_031418	RP11-119D18.1	3:110246328-110248429	Benign	0
XLOC_031419	XLOC_031419	U6atac	3:110270691-110270812	Benign	0
XLOC_031420	XLOC_031420	RP11-179A18.1	3:110401132-110402001	Benign	0
XLOC_031421	XLOC_031421	RP11-553A10.1	3:110607230-110612323	Benign	0
XLOC_031422	XLOC_031422	PVRL3-AS1	3:110612554-110994410	Benign	0
XLOC_031423	XLOC_031423	RP11-615J4.3	3:111011565-111384597	Benign	0
XLOC_031424	XLOC_031424	RP11-615J4.4	3:111011565-111384597	Benign	0
XLOC_031425	XLOC_031425	ZBED2	3:111011565-111384597	Benign	0
XLOC_031426	XLOC_031426	PLCXD2-AS1	3:111393522-111695364	Benign	0
XLOC_031427	XLOC_031427	AC060225.1	3:111393522-111695364	Benign	0
XLOC_031428	XLOC_031428	RFKP2	3:111749777-111750496	Benign	0
XLOC_031429	XLOC_031429	GCET2	3:111805181-111852152	Benign	0
XLOC_031430	XLOC_031430	SLC9A10	3:111859733-112013105	Benign	0
XLOC_031431	XLOC_031431	RP11-757F18.3	3:111859733-112013105	Benign	6.07152
XLOC_031432	XLOC_031432	RP11-231E6.1	3:112115493-112127981	Benign	1.03727
XLOC_031433	XLOC_031433	BTLA	3:112182814-112218408	Benign	0.492362
XLOC_031434	XLOC_031434	OR7E100P	3:112243033-112244048	Benign	0
XLOC_031435	XLOC_031435	ATG3	3:112251355-112304424	Benign	5.55955
XLOC_031436	XLOC_031436	CCDC80	3:112323406-112368377	Benign	1.42757
XLOC_031437	XLOC_031437	RP11-572C15.3	3:112415754-112416553	Benign	4.19615
XLOC_031438	XLOC_031438	RP11-147G7.3	3:112455293-112468166	Benign	0
XLOC_031439	XLOC_031439	CD200R1L	3:112534555-112565703	Benign	0
XLOC_031440	XLOC_031440	CD200R1	3:112640055-112693969	Benign	0
XLOC_031441	XLOC_031441	C3orf17	3:112709764-112902148	Benign	0.330317
XLOC_031442	XLOC_031442	RP11-572M11.2	3:112709764-112902148	Benign	0
XLOC_031443	XLOC_031443	RP11-572M11.1	3:112709764-112902148	Benign	0
XLOC_031444	XLOC_031444	AC078785.1	3:112709764-112902148	Benign	0
XLOC_031445	XLOC_031445	SNORD112	3:112709764-112902148	Benign	0
XLOC_031446	XLOC_031446	RP11-572M11.3	3:112709764-112902148	Benign	0
XLOC_031447	XLOC_031447	WDR52	3:112929849-113160457	Benign	0
XLOC_031448	XLOC_031448	SPICE1	3:113161564-113234034	Benign	8.60323
XLOC_031449	XLOC_031449	SIDT1-AS1	3:113251142-113348425	Benign	0
XLOC_031450	XLOC_031450	KIAA2018	3:113367231-113415493	Benign	2.30676
XLOC_031451	XLOC_031451	NAA50	3:113437840-113465147	Benign	0
XLOC_031452	XLOC_031452	RP11-271C24.3	3:113437840-113465147	Benign	0
XLOC_031453	XLOC_031453	RP11-271C24.2	3:113465663-113530903	Benign	1.09804
XLOC_031454	XLOC_031454	RP11-435F17.1	3:113547028-113666021	Benign	0
XLOC_031455	XLOC_031455	KIAA1407	3:113666747-113807269	Benign	0
XLOC_031456	XLOC_031456	RP11-274J15.2	3:113822095-113822475	Benign	0.499022
XLOC_031457	XLOC_031457	DRD3	3:113847498-113918254	Benign	1.02201
XLOC_031458	XLOC_031458	RP11-553L6.3	3:113933159-113956425	Benign	0
XLOC_031459	XLOC_031459	ZNF80	3:113933159-113956425	Benign	0
XLOC_031460	XLOC_031460	MIR568	3:114035321-114035416	Benign	0
XLOC_031461	XLOC_031461	ZBTB20	3:114056940-114866118	Benign	10.6325
XLOC_031462	XLOC_031462	AC119795.1	3:115342170-115440337	Benign	0
XLOC_031463	XLOC_031463	LSAMP,RP11-384F7.2	3:115528640-117716439	Benign	0
XLOC_031464	XLOC_031464	AC078784.1	3:115528640-117716439	Benign	0
XLOC_031465	XLOC_031465	BZW1P2	3:115528640-117716439	Benign	6.94156
