test_id	gene_id	gene	locus	sample_1	value_1
XLOC_023972	XLOC_023972	AC073069.2	2:177203364-177203805	Benign	0
XLOC_023973	XLOC_023973	AC017048.4	2:177494567-177520686	Benign	0
XLOC_023974	XLOC_023974	U6atac	2:177529403-177529494	Benign	0
XLOC_023975	XLOC_023975	5S_rRNA	2:177855235-178086111	Benign	0
XLOC_023976	XLOC_023976	AC079305.5	2:177855235-178086111	Benign	0
XLOC_023977	XLOC_023977	Y_RNA	2:177855235-178086111	Benign	62.4814
XLOC_023978	XLOC_023978	KRT8P40	2:177855235-178086111	Benign	0
XLOC_023979	XLOC_023979	HNRNPA3	2:177855235-178086111	Benign	9.34934
XLOC_023980	XLOC_023980	AC079305.10	2:178092322-178408564	Benign	0.789335
XLOC_023981	XLOC_023981	AC019080.1	2:178092322-178408564	Benign	0
XLOC_023982	XLOC_023982	AGPS	2:178092322-178408564	Benign	6.18092
XLOC_023983	XLOC_023983	AC073834.3	2:178467816-178483694	Benign	0.97829
XLOC_023984	XLOC_023984	AC012499.1	2:178492796-178973081	Benign	0
XLOC_023985	XLOC_023985	AC011998.2	2:178492796-178973081	Benign	0
XLOC_023986	XLOC_023986	U6	2:178492796-178973081	Benign	13.1997
XLOC_023987	XLOC_023987	AC011998.4	2:178492796-178973081	Benign	0
XLOC_023988	XLOC_023988	RBM45	2:178977150-179001531	Benign	3.68624
XLOC_023989	XLOC_023989	RNU5E-9P	2:179007274-179007378	Benign	0
XLOC_023990	XLOC_023990	OSBPL6	2:179059207-179264160	Benign	2.07661
XLOC_023991	XLOC_023991	AC009948.5	2:179278665-179326117	Benign	0
XLOC_023992	XLOC_023992	DFNB59	2:179278665-179326117	Benign	0
XLOC_023993	XLOC_023993	AC009948.7	2:179278665-179326117	Benign	0
XLOC_023994	XLOC_023994	PLEKHA3	2:179345194-179370093	Benign	2.96424
XLOC_023995	XLOC_023995	AC009948.3	2:179387553-179914847	Benign	0.334457
XLOC_023996	XLOC_023996	AC010680.1	2:179387553-179914847	Benign	0
XLOC_023997	XLOC_023997	AC092640.1	2:179387553-179914847	Benign	0
XLOC_023998	XLOC_023998	AC093911.1	2:180138557-180150434	Benign	0
XLOC_023999	XLOC_023999	AC092642.1	2:180306708-180726232	Benign	0
XLOC_024000	XLOC_024000	UBE2E3	2:181831974-182264286	Benign	7.02676
XLOC_024001	XLOC_024001	AC104820.2	2:181831974-182264286	Benign	0.675865
XLOC_024002	XLOC_024002	ITGA4	2:182321618-182400914	Benign	7.20335
XLOC_024003	XLOC_024003	AC013733.3	2:182547839-182550434	Benign	0
XLOC_024004	XLOC_024004	AC013733.5	2:182559168-182559627	Benign	0.685259
XLOC_024005	XLOC_024005	U6atac	2:182603332-182603442	Benign	0
XLOC_024006	XLOC_024006	SSFA2	2:182756559-182795465	Benign	21.6955
XLOC_024007	XLOC_024007	PPP1R1C	2:182818967-182996125	Benign	0
XLOC_024008	XLOC_024008	5S_rRNA	2:182818967-182996125	Benign	0
XLOC_024009	XLOC_024009	AC012500.1	2:183004762-183387919	Benign	0
XLOC_024010	XLOC_024010	DNAJC10	2:183580994-183653542	Benign	8.99415
XLOC_024011	XLOC_024011	AC105396.3	2:183580994-183653542	Benign	0
XLOC_024012	XLOC_024012	Y_RNA	2:183692850-183692948	Benign	0
XLOC_024013	XLOC_024013	U6	2:183738568-183738675	Benign	1.34134
XLOC_024014	XLOC_024014	DUSP19	2:183943286-183973247	Benign	0
XLOC_024015	XLOC_024015	NUP35	2:183982240-184026408	Benign	0.883084
XLOC_024016	XLOC_024016	LIN28AP1	2:184125369-184125774	Benign	0
XLOC_024017	XLOC_024017	AC093639.1	2:184769255-184813839	Benign	0
XLOC_024018	XLOC_024018	ZNF804A	2:185463092-185804219	Benign	0.0689405
XLOC_024019	XLOC_024019	U8	2:186526500-186526633	Benign	0
XLOC_024020	XLOC_024020	FSIP2	2:186584600-186698016	Benign	2.06829
XLOC_024021	XLOC_024021	AC017071.1	2:187229324-187229855	Benign	0.643637
XLOC_024022	XLOC_024022	ZC3H15	2:187350882-187374090	Benign	9.50413
XLOC_024023	XLOC_024023	AC018867.1	2:187350882-187374090	Benign	0
XLOC_024024	XLOC_024024	ITGAV	2:187454789-187630685	Benign	5.98621
XLOC_024025	XLOC_024025	FAM171B	2:187454789-187630685	Benign	0.202352
XLOC_024026	XLOC_024026	AC007319.1	2:187866602-188430487	Benign	0.440912
XLOC_024027	XLOC_024027	GAPDHP59	2:187866602-188430487	Benign	0
XLOC_024028	XLOC_024028	ST13P2	2:188577542-189152418	Benign	0.0517169
XLOC_024029	XLOC_024029	AC104131.1	2:188577542-189152418	Benign	0
XLOC_024030	XLOC_024030	GULP1	2:189156395-189460653	Benign	2.86722
XLOC_024031	XLOC_024031	MIR561	2:189156395-189460653	Benign	0
XLOC_024032	XLOC_024032	COL3A1	2:189839045-189877472	Benign	34.9492
XLOC_024033	XLOC_024033	MIR1245	2:189839045-189877472	Benign	0
XLOC_024034	XLOC_024034	AC133106.2	2:189896621-190044605	Benign	0
XLOC_024035	XLOC_024035	WDR75	2:190306158-190340291	Benign	7.1245
XLOC_024036	XLOC_024036	ASNSD1	2:190526145-190535557	Benign	3.47265
XLOC_024037	XLOC_024037	ANKAR	2:190539015-190630282	Benign	1.76131
XLOC_024038	XLOC_024038	Y_RNA	2:190539015-190630282	Benign	0
XLOC_024039	XLOC_024039	RP11-455J20.2	2:190539015-190630282	Benign	0.899965
XLOC_024040	XLOC_024040	PMS1	2:190635048-190742355	Benign	4.40268
XLOC_024041	XLOC_024041	C2orf88	2:190744334-191236391	Benign	9.04278
XLOC_024042	XLOC_024042	AC008122.1	2:190744334-191236391	Benign	0
XLOC_024043	XLOC_024043	AC019178.1	2:190744334-191236391	Benign	6.04376
XLOC_024044	XLOC_024044	INPP1	2:190744334-191236391	Benign	4.11446
XLOC_024045	XLOC_024045	MFSD6	2:191273080-191399448	Benign	4.14717
XLOC_024046	XLOC_024046	AC093388.3	2:191399580-191432828	Benign	0
XLOC_024047	XLOC_024047	NAB1	2:191511471-191573442	Benign	3.30112
XLOC_024048	XLOC_024048	GLS	2:191745522-191885686	Benign	15.1864
XLOC_024049	XLOC_024049	AC067945.2	2:191745522-191885686	Benign	0
XLOC_024050	XLOC_024050	AC067945.4	2:191886251-192016322	Benign	0
XLOC_024051	XLOC_024051	U6	2:191886251-192016322	Benign	0
XLOC_024052	XLOC_024052	HMGB1P27	2:192038958-192039561	Benign	0
XLOC_024053	XLOC_024053	MYO1B	2:192093890-192290115	Benign	12.4425
XLOC_024054	XLOC_024054	U6	2:192093890-192290115	Benign	0
XLOC_024055	XLOC_024055	OBFC2A	2:192542793-192553251	Benign	4.57502
XLOC_024056	XLOC_024056	AC098872.3	2:192658150-192684976	Benign	0
XLOC_024057	XLOC_024057	AC098617.2	2:192699027-193060435	Benign	0
XLOC_024058	XLOC_024058	AC098617.1	2:192699027-193060435	Benign	0
XLOC_024059	XLOC_024059	AC013401.1	2:193494644-193510432	Benign	0
XLOC_024060	XLOC_024060	PCGEM1	2:193614570-193641625	Benign	0
XLOC_024061	XLOC_024061	AC013401.4	2:193614570-193641625	Benign	0
XLOC_024062	XLOC_024062	AC092638.1	2:194121207-194122482	Benign	0
XLOC_024063	XLOC_024063	AC068135.1	2:194892642-194892888	Benign	0
XLOC_024064	XLOC_024064	AC068129.2	2:195052102-195053033	Benign	0
XLOC_024065	XLOC_024065	AC018799.1	2:195208992-195284369	Benign	0
XLOC_024066	XLOC_024066	AC006196.1	2:195595318-195626159	Benign	0
XLOC_024067	XLOC_024067	AC064834.1	2:196313255-196343649	Benign	0
XLOC_024068	XLOC_024068	U6	2:196378759-196378866	Benign	2.74908
XLOC_024069	XLOC_024069	AC064834.2	2:196397758-196403405	Benign	0
XLOC_024070	XLOC_024070	SLC39A10	2:196440700-196602426	Benign	1.36011
XLOC_024071	XLOC_024071	AC020571.3	2:197063976-197458416	Benign	0
XLOC_024072	XLOC_024072	CCDC150	2:197504277-197664449	Benign	0.398155
XLOC_024073	XLOC_024073	AC017035.1	2:197831740-198175897	Benign	0
XLOC_024074	XLOC_024074	AC013264.2	2:197831740-198175897	Benign	0
XLOC_024075	XLOC_024075	ATP5G2P3	2:197831740-198175897	Benign	0
XLOC_024076	XLOC_024076	AC010746.3	2:198176116-198177464	Benign	0
XLOC_024077	XLOC_024077	snR39B	2:198256697-198299815	Benign	0
XLOC_024078	XLOC_024078	SNORA4	2:198256697-198299815	Benign	0
XLOC_024079	XLOC_024079	U6	2:198312468-198312575	Benign	0
XLOC_024080	XLOC_024080	COQ10B	2:198318146-198340032	Benign	4.63356
XLOC_024081	XLOC_024081	HSPE1	2:198351304-198418423	Benign	8.82843
XLOC_024082	XLOC_024082	PHOCN	2:198351304-198418423	Benign	2.89133
XLOC_024083	XLOC_024083	AC020550.7	2:198351304-198418423	Benign	2.47116
XLOC_024084	XLOC_024084	RNY5P2	2:198351304-198418423	Benign	0
XLOC_024085	XLOC_024085	AC011997.1	2:198557829-198651486	Benign	0
XLOC_024086	XLOC_024086	MARS2	2:198557829-198651486	Benign	0.934912
XLOC_024087	XLOC_024087	PLCL1	2:198669425-199014608	Benign	0.292791
XLOC_024088	XLOC_024088	PLCL1	2:199164086-199637080	Benign	0.293434
XLOC_024089	XLOC_024089	AC018717.2	2:199973306-199974811	Benign	0
XLOC_024090	XLOC_024090	U7	2:200055781-200055843	Benign	0
XLOC_024091	XLOC_024091	RP11-486F17.1	2:200134222-200341658	Benign	2.66285
XLOC_024092	XLOC_024092	AC017096.1	2:200134222-200341658	Benign	1.71214
XLOC_024093	XLOC_024093	AC093590.1	2:200472790-200523855	Benign	0
XLOC_024094	XLOC_024094	SEPHS1P6	2:200524273-200525452	Benign	0
XLOC_024095	XLOC_024095	AC108032.1	2:200732302-200775805	Benign	0
XLOC_024096	XLOC_024096	C2orf47,C2orf69	2:200775978-200873263	Benign	3.29305
XLOC_024097	XLOC_024097	SPATS2L	2:201170603-201343253	Benign	17.5611
XLOC_024098	XLOC_024098	Y_RNA	2:201170603-201343253	Benign	0.982781
XLOC_024099	XLOC_024099	SGOL2	2:201353674-201448505	Benign	1.07244
XLOC_024100	XLOC_024100	AOX1	2:201450590-201541787	Benign	2.68873
XLOC_024101	XLOC_024101	AC007163.4,AOX2P	2:201542955-201688569	Benign	0.428735
XLOC_024102	XLOC_024102	U1	2:201542955-201688569	Benign	0.171491
XLOC_024103	XLOC_024103	BZW1	2:201542955-201688569	Benign	23.3398
XLOC_024104	XLOC_024104	U6	2:201694731-201694839	Benign	71.4736
XLOC_024105	XLOC_024105	AC005037.1	2:201708962-201710184	Benign	0
XLOC_024106	XLOC_024106	NIF3L1	2:201754049-201768655	Benign	1.3702
XLOC_024107	XLOC_024107	U6	2:201754049-201768655	Benign	0
XLOC_024108	XLOC_024108	AC005037.3	2:201773695-201950473	Benign	0
XLOC_024109	XLOC_024109	AC007272.2	2:201773695-201950473	Benign	0.227306
XLOC_024110	XLOC_024110	AC005037.4	2:201773695-201950473	Benign	0.638878
XLOC_024111	XLOC_024111	NDUFB3	2:201773695-201950473	Benign	6.74719
XLOC_024112	XLOC_024112	U6	2:201773695-201950473	Benign	0
XLOC_024113	XLOC_024113	AC007272.2	2:201962466-201962814	Benign	2.24374
XLOC_024114	XLOC_024114	RP11-13J8.1	2:201966104-201967859	Benign	0.25852
XLOC_024115	XLOC_024115	AC007272.1	2:201973423-201973553	Benign	0
XLOC_024116	XLOC_024116	CFLAR	2:201980826-202029033	Benign	14.6742
XLOC_024117	XLOC_024117	RNU7-45P	2:201980826-202029033	Benign	0
XLOC_024118	XLOC_024118	AC007283.5	2:202031687-202032269	Benign	2.27687
XLOC_024119	XLOC_024119	CASP10	2:202047603-202094129	Benign	5.67601
XLOC_024120	XLOC_024120	CASP8	2:202098165-202152434	Benign	5.23209
XLOC_024121	XLOC_024121	STRADB	2:202241929-202345574	Benign	3.80778
XLOC_024122	XLOC_024122	Y_RNA	2:202241929-202345574	Benign	84.9341
XLOC_024123	XLOC_024123	AC007163.8,AC007282.2	2:202352147-202483901	Benign	0
XLOC_024124	XLOC_024124	AC007282.6	2:202352147-202483901	Benign	0
XLOC_024125	XLOC_024125	AC007163.9	2:202352147-202483901	Benign	0
XLOC_024126	XLOC_024126	AC007163.10	2:202352147-202483901	Benign	0
XLOC_024127	XLOC_024127	AC007163.11,MTND4P29	2:202352147-202483901	Benign	0
XLOC_024128	XLOC_024128	AC007282.3	2:202352147-202483901	Benign	0
XLOC_024129	XLOC_024129	MTND5P31	2:202352147-202483901	Benign	0
XLOC_024130	XLOC_024130	U6	2:202509592-202563417	Benign	0
XLOC_024131	XLOC_024131	AC007279.2	2:202565276-202645912	Benign	0.0412236
XLOC_024132	XLOC_024132	CDK15	2:202655183-202760273	Benign	0
XLOC_024133	XLOC_024133	Y_RNA	2:202655183-202760273	Benign	55.1082
XLOC_024134	XLOC_024134	AC007242.3	2:202655183-202760273	Benign	1.20174
XLOC_024135	XLOC_024135	AC007242.1	2:202655183-202760273	Benign	0
XLOC_024136	XLOC_024136	U6	2:202792161-202792266	Benign	0
XLOC_024137	XLOC_024137	FZD7	2:202899309-202903160	Benign	0.210393
XLOC_024138	XLOC_024138	AC079354.1	2:202937977-203062585	Benign	0
XLOC_024139	XLOC_024139	snoU13	2:202937977-203062585	Benign	0
XLOC_024140	XLOC_024140	AC079354.2	2:202937977-203062585	Benign	1.01897
XLOC_024141	XLOC_024141	AC079354.6	2:203070902-203103331	Benign	0.354167
XLOC_024142	XLOC_024142	NOP58,SNORD70	2:203130438-203168389	Benign	29.8161
XLOC_024143	XLOC_024143	SNORD70	2:203130438-203168389	Benign	48.3058
XLOC_024144	XLOC_024144	SNORD11B	2:203130438-203168389	Benign	18.6584
XLOC_024145	XLOC_024145	SNORD11	2:203130438-203168389	Benign	0
XLOC_024146	XLOC_024146	BMPR2	2:203241658-203432474	Benign	2.17635
XLOC_024147	XLOC_024147	AC073410.1	2:203241658-203432474	Benign	0.472762
XLOC_024148	XLOC_024148	AC009960.1	2:203478936-203479427	Benign	0.323639
XLOC_024149	XLOC_024149	AC009960.1	2:203479507-203479575	Benign	0
XLOC_024150	XLOC_024150	AC009960.2	2:203479575-203480214	Benign	0
XLOC_024151	XLOC_024151	AC009960.4	2:203480259-203480328	Benign	0
XLOC_024152	XLOC_024152	AC009960.4	2:203480491-203481163	Benign	0
XLOC_024153	XLOC_024153	AC009960.5	2:203481422-203481935	Benign	0
XLOC_024154	XLOC_024154	AC009960.7	2:203481938-203482006	Benign	0
XLOC_024155	XLOC_024155	AC009960.7	2:203482006-203482350	Benign	0
XLOC_024156	XLOC_024156	AC009960.6	2:203482350-203482417	Benign	0
XLOC_024157	XLOC_024157	AC009960.6,MTND4P30	2:203482417-203483604	Benign	0
XLOC_024158	XLOC_024158	AC009960.5	2:203484633-203484699	Benign	0
XLOC_024159	XLOC_024159	FAM117B	2:203499900-203634479	Benign	1.15156
XLOC_024160	XLOC_024160	ALS2CR8	2:203745322-203879521	Benign	3.31082
XLOC_024161	XLOC_024161	AC010900.2	2:203745322-203879521	Benign	0.330272
XLOC_024162	XLOC_024162	AC011737.2,NBEAL1	2:203879601-204091101	Benign	17.7467
XLOC_024163	XLOC_024163	RPL7P14	2:203879601-204091101	Benign	0.807104
XLOC_024164	XLOC_024164	CYP20A1	2:204103662-204163009	Benign	4.16994
XLOC_024165	XLOC_024165	ABI2	2:204192941-204400133	Benign	8.26849
XLOC_024166	XLOC_024166	CD28	2:204571197-204602557	Benign	0.852397
XLOC_024167	XLOC_024167	U6	2:204646759-204646866	Benign	0
XLOC_024168	XLOC_024168	CTLA4	2:204732508-204738683	Benign	0.903043
XLOC_024169	XLOC_024169	ICOS	2:204801470-204826300	Benign	0
XLOC_024170	XLOC_024170	AC009965.1	2:204930428-204932086	Benign	0
XLOC_024171	XLOC_024171	AC009965.2	2:204955179-204974572	Benign	0
XLOC_024172	XLOC_024172	AC009498.2	2:205171564-205172087	Benign	0
XLOC_024173	XLOC_024173	AC106901.1	2:205243817-205244515	Benign	0
XLOC_024174	XLOC_024174	AC016903.2	2:205340078-205372395	Benign	0
XLOC_024175	XLOC_024175	PARD3B	2:205410515-206484886	Benign	1.86226
XLOC_024176	XLOC_024176	AC007465.1	2:205410515-206484886	Benign	0
XLOC_024177	XLOC_024177	NRP2	2:206546561-206662857	Benign	6.01317
XLOC_024178	XLOC_024178	AC007362.1	2:206546561-206662857	Benign	0
XLOC_024179	XLOC_024179	7SK	2:206765353-206765682	Benign	72.3628
XLOC_024180	XLOC_024180	AC007679.1	2:206813814-206814871	Benign	0.0757076
XLOC_024181	XLOC_024181	AC007679.3	2:206854308-206951288	Benign	0
XLOC_024182	XLOC_024182	Y_RNA	2:206854308-206951288	Benign	14.5728
XLOC_024183	XLOC_024183	AC007679.4	2:206854308-206951288	Benign	0
XLOC_024184	XLOC_024184	AC007383.3	2:206854308-206951288	Benign	0.775088
XLOC_024185	XLOC_024185	AC007383.4	2:206980270-207027652	Benign	1.34114
XLOC_024186	XLOC_024186	EEF1B2,SNORA41	2:206980270-207027652	Benign	73.1661
XLOC_024187	XLOC_024187	SNORD51	2:206980270-207027652	Benign	21.1391
XLOC_024188	XLOC_024188	7SK	2:207086038-207086358	Benign	0.170797
XLOC_024189	XLOC_024189	ZDBF2	2:207139386-207179148	Benign	0.279353
XLOC_024190	XLOC_024190	ADAM23	2:207308262-207485851	Benign	0.522791
XLOC_024191	XLOC_024191	AC010731.3	2:207504796-207506006	Benign	0
XLOC_024192	XLOC_024192	AC010731.4	2:207507141-207514173	Benign	0
XLOC_024193	XLOC_024193	FASTKD2	2:207602486-207657233	Benign	3.04569
XLOC_024194	XLOC_024194	AC008269.2	2:207731518-207733013	Benign	0
XLOC_024195	XLOC_024195	CPO	2:207804277-207834198	Benign	0
XLOC_024196	XLOC_024196	AC007879.1	2:208038357-208102599	Benign	0
XLOC_024197	XLOC_024197	AC007879.4	2:208038357-208102599	Benign	0
XLOC_024198	XLOC_024198	AC007879.7	2:208104373-208490652	Benign	0
XLOC_024199	XLOC_024199	AC007879.6	2:208104373-208490652	Benign	0
XLOC_024200	XLOC_024200	AC079767.2,CREB1	2:208104373-208490652	Benign	7.15618
XLOC_024201	XLOC_024201	AC079767.3	2:208519504-208519675	Benign	0
XLOC_024202	XLOC_024202	AC079767.4	2:208527098-208531748	Benign	0
XLOC_024203	XLOC_024203	AC096772.4	2:208546313-208546757	Benign	0
XLOC_024204	XLOC_024204	Y_RNA	2:208552683-208552783	Benign	2.43857
XLOC_024205	XLOC_024205	CCNYL1	2:208576263-208626563	Benign	8.28224
XLOC_024206	XLOC_024206	AC016697.1	2:209072858-209073708	Benign	0
XLOC_024207	XLOC_024207	AC016697.3	2:209100950-209130798	Benign	0
XLOC_024208	XLOC_024208	PIKFYVE	2:209130990-209223475	Benign	5.5223
XLOC_024209	XLOC_024209	PTH2R	2:209224437-209719227	Benign	0
XLOC_024210	XLOC_024210	AC019185.4	2:209224437-209719227	Benign	0
XLOC_024211	XLOC_024211	AC019185.3	2:209224437-209719227	Benign	0
XLOC_024212	XLOC_024212	AC013409.2	2:210009964-210012411	Benign	0
XLOC_024213	XLOC_024213	AC013409.3,AC013409.4	2:210043527-210046742	Benign	0.311532
XLOC_024214	XLOC_024214	MAP2	2:210288781-210598842	Benign	0
XLOC_024215	XLOC_024215	UNC80	2:210636716-210864024	Benign	0.0115201
XLOC_024216	XLOC_024216	SNAI1P1	2:210636716-210864024	Benign	0
XLOC_024217	XLOC_024217	RPE	2:210867288-211036107	Benign	1.95248
XLOC_024218	XLOC_024218	AC007038.7	2:210867288-211036107	Benign	0.596883
XLOC_024219	XLOC_024219	AC006994.1	2:210867288-211036107	Benign	0
XLOC_024220	XLOC_024220	AC006994.2	2:211036241-211095107	Benign	0
XLOC_024221	XLOC_024221	Y_RNA	2:211130686-211130798	Benign	0
XLOC_024222	XLOC_024222	AC007970.1	2:211189482-211342376	Benign	0
XLOC_024223	XLOC_024223	CPS1	2:211342405-211543871	Benign	0
XLOC_024224	XLOC_024224	5S_rRNA	2:212240445-213403565	Benign	21.3461
XLOC_024225	XLOC_024225	ERBB4	2:212240445-213403565	Benign	386.904
XLOC_024226	XLOC_024226	MTND2P23	2:212240445-213403565	Benign	0
XLOC_024227	XLOC_024227	AC105921.1	2:212240445-213403565	Benign	0
XLOC_024228	XLOC_024228	AC105921.5	2:212240445-213403565	Benign	0.292623
XLOC_024229	XLOC_024229	AC105921.2	2:212240445-213403565	Benign	0
XLOC_024230	XLOC_024230	AC093381.2	2:213446080-214017151	Benign	0
XLOC_024231	XLOC_024231	AC093381.1	2:213446080-214017151	Benign	0
XLOC_024232	XLOC_024232	AC108066.1	2:213446080-214017151	Benign	0
XLOC_024233	XLOC_024233	SPAG16	2:214149112-215548970	Benign	1.91117
XLOC_024234	XLOC_024234	AC009964.1	2:214149112-215548970	Benign	16.4283
XLOC_024235	XLOC_024235	VWC2L	2:214149112-215548970	Benign	0.307459
XLOC_024236	XLOC_024236	VWC2L-IT1	2:214149112-215548970	Benign	0
XLOC_024237	XLOC_024237	ENSAP3	2:215562450-215562788	Benign	0
XLOC_024238	XLOC_024238	SNORA70	2:215711670-215711805	Benign	0
XLOC_024239	XLOC_024239	AC016708.2	2:215711851-215712169	Benign	7.89295
XLOC_024240	XLOC_024240	AC072062.1	2:215796265-216003151	Benign	0
XLOC_024241	XLOC_024241	AC072062.3	2:215796265-216003151	Benign	0
XLOC_024242	XLOC_024242	AC073284.4	2:216139714-216142670	Benign	0
XLOC_024243	XLOC_024243	snoU13	2:216167488-216167587	Benign	0
XLOC_024244	XLOC_024244	ATIC	2:216176539-216214487	Benign	7.74364
XLOC_024245	XLOC_024245	AC012462.1	2:216300975-216301715	Benign	0
XLOC_024246	XLOC_024246	AC012462.2	2:216318429-216328594	Benign	0
XLOC_024247	XLOC_024247	AC012462.3	2:216341389-216344971	Benign	0
XLOC_024248	XLOC_024248	AC012668.2	2:216395169-216708445	Benign	0
XLOC_024249	XLOC_024249	AC093850.2	2:216395169-216708445	Benign	0
XLOC_024250	XLOC_024250	AC122136.2	2:216734645-216735241	Benign	0
XLOC_024251	XLOC_024251	TMEM169	2:216807556-216967506	Benign	0.496091
XLOC_024252	XLOC_024252	XRCC5	2:216972186-217071026	Benign	10.2193
XLOC_024253	XLOC_024253	AC012513.6	2:217122587-217236750	Benign	0
XLOC_024254	XLOC_024254	AC069155.1	2:217122587-217236750	Benign	0
XLOC_024255	XLOC_024255	Y_RNA	2:217122587-217236750	Benign	2.20621
XLOC_024256	XLOC_024256	SMARCAL1	2:217250010-217443903	Benign	1.67541
XLOC_024257	XLOC_024257	AC073321.5,RPL37A	2:217250010-217443903	Benign	64.007
XLOC_024258	XLOC_024258	AC073321.4	2:217455148-217475925	Benign	0
XLOC_024259	XLOC_024259	IGFBP2	2:217497550-217529159	Benign	2.13976
XLOC_024260	XLOC_024260	AC007563.5	2:217536827-217858722	Benign	0
XLOC_024261	XLOC_024261	AC007563.3	2:217536827-217858722	Benign	0
XLOC_024262	XLOC_024262	AC007557.3	2:217536827-217858722	Benign	0
XLOC_024263	XLOC_024263	AC007557.1	2:217536827-217858722	Benign	0
XLOC_024264	XLOC_024264	AC010887.1	2:218041220-218041305	Benign	0
XLOC_024265	XLOC_024265	7SK	2:218116278-218116598	Benign	0
XLOC_024266	XLOC_024266	AC009492.1	2:218147461-218621316	Benign	0
XLOC_024267	XLOC_024267	AC010886.2	2:218147461-218621316	Benign	0
XLOC_024268	XLOC_024268	AC010136.2	2:218664511-218867719	Benign	0
XLOC_024269	XLOC_024269	RUFY4	2:218899682-218955304	Benign	0
XLOC_024270	XLOC_024270	CXCR2	2:218990011-219001976	Benign	0
XLOC_024271	XLOC_024271	HMGB1P9	2:219065156-219066111	Benign	0.183466
XLOC_024272	XLOC_024272	ARPC2	2:219081816-219119079	Benign	47.2333
XLOC_024273	XLOC_024273	GPBAR1	2:219124218-219128582	Benign	0.249306
XLOC_024274	XLOC_024274	PNKD	2:219135114-219232822	Benign	6.36056
XLOC_024275	XLOC_024275	snoU13	2:219135114-219232822	Benign	0
XLOC_024276	XLOC_024276	AC021016.7	2:219135114-219232822	Benign	1.19974
XLOC_024277	XLOC_024277	C2orf62	2:219135114-219232822	Benign	0
XLOC_024278	XLOC_024278	SLC11A1	2:219246751-219261617	Benign	0.446795
XLOC_024279	XLOC_024279	CTDSP1	2:219262978-219270664	Benign	6.81212
XLOC_024280	XLOC_024280	MIR26B	2:219262978-219270664	Benign	0
XLOC_024281	XLOC_024281	VIL1	2:219283814-219433084	Benign	19.1066
XLOC_024282	XLOC_024282	RQCD1	2:219433302-219461803	Benign	4.77865
XLOC_024283	XLOC_024283	PLCD4	2:219472487-219501907	Benign	2.60237
XLOC_024284	XLOC_024284	U3	2:219472487-219501907	Benign	6.78939
XLOC_024285	XLOC_024285	BCS1L	2:219502638-219528166	Benign	2.09132
XLOC_024286	XLOC_024286	STK36	2:219528586-219567439	Benign	2.49424
XLOC_024287	XLOC_024287	TTLL4	2:219575567-219620139	Benign	2.68809
XLOC_024288	XLOC_024288	CYP27A1	2:219646471-219680016	Benign	1.07586
XLOC_024289	XLOC_024289	AC009974.11	2:219706321-219706788	Benign	0
XLOC_024290	XLOC_024290	WNT6	2:219724543-219738955	Benign	0
XLOC_024291	XLOC_024291	WNT10A	2:219745084-219764303	Benign	0.805139
XLOC_024292	XLOC_024292	CDK5R2	2:219809350-219826876	Benign	0
XLOC_024293	XLOC_024293	AC097468.5	2:219841005-219844382	Benign	0
XLOC_024294	XLOC_024294	AC097468.4	2:219866936-219906249	Benign	0
XLOC_024295	XLOC_024295	AC020575.1	2:219940038-220035549	Benign	4.88406
XLOC_024296	XLOC_024296	FAM134A	2:220036618-220050260	Benign	2.69328
XLOC_024297	XLOC_024297	ZFAND2B	2:220059958-220074373	Benign	6.01043
XLOC_024298	XLOC_024298	ANKZF1	2:220094478-220142892	Benign	4.0139
XLOC_024299	XLOC_024299	STK16	2:220094478-220142892	Benign	0.764579
XLOC_024300	XLOC_024300	TUBA4B	2:220094478-220142892	Benign	0.148614
XLOC_024301	XLOC_024301	DNAJB2	2:220143988-220151622	Benign	2.67049
XLOC_024302	XLOC_024302	AC114803.3	2:220154344-220174370	Benign	0
XLOC_024303	XLOC_024303	AC053503.4	2:220238267-220586393	Benign	0
XLOC_024304	XLOC_024304	DES	2:220238267-220586393	Benign	3.32237
XLOC_024305	XLOC_024305	SPEG	2:220238267-220586393	Benign	0.535853
XLOC_024306	XLOC_024306	GMPPA	2:220238267-220586393	Benign	5.42256
XLOC_024307	XLOC_024307	ACCN4	2:220238267-220586393	Benign	0.111966
XLOC_024308	XLOC_024308	TMEM198	2:220238267-220586393	Benign	0
XLOC_024309	XLOC_024309	INHA	2:220238267-220586393	Benign	0
XLOC_024310	XLOC_024310	STK11IP	2:220238267-220586393	Benign	0.403635
XLOC_024311	XLOC_024311	SLC4A3	2:220238267-220586393	Benign	0
XLOC_024312	XLOC_024312	AC009502.4	2:220238267-220586393	Benign	0
XLOC_024313	XLOC_024313	AC009502.2	2:220238267-220586393	Benign	0
XLOC_024314	XLOC_024314	AC009502.3	2:220594831-220602464	Benign	0
XLOC_024315	XLOC_024315	AC067956.1,AC114765.1	2:220970376-221569286	Benign	0
XLOC_024316	XLOC_024316	AC114765.2	2:220970376-221569286	Benign	0
XLOC_024317	XLOC_024317	AC114765.1	2:220970376-221569286	Benign	0
XLOC_024318	XLOC_024318	AC093843.1	2:221655797-221662613	Benign	0
XLOC_024319	XLOC_024319	AC011233.2	2:222027490-222027773	Benign	0
